"participant-ID","male","av/Car","perspective","passedSanCheck","perceivedCar","perceivedIden","age","drivExperience","education","recAccidents","heardBoutAV","opinAV","prevVRExp","visImpairment","confidence","trial","decision","SecondSanCheck"
"LXB10","False","True","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","98","smallGroups","hitChildren","True"
"AMH11","False","False","Passenger","True","Mensch","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","14","largeGroups","hitAdults","True"
"AMH11","False","False","Passenger","True","Mensch","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","37","smallGroups","hitAdults","True"
"RLF04","True","True","Observer","True","Computer (AV)","Fußgänger","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","68","largeGroups","hitChildren","True"
"RLF04","True","True","Observer","True","Computer (AV)","Fußgänger","20","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Nein","0","smallGroups","hitAdults","True"
"CDN09","False","True","Observer","True","Computer (AV)","Beobachter","24","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","27","smallGroups","hitAdults","True"
"CDN09","False","True","Observer","True","Computer (AV)","Beobachter","24","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","33","largeGroups","hitAdults","True"
"EHA05","True","False","Passenger","True","Mensch","Mitfahrer","23","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","59","largeGroups","hitChildren","True"
"EHA05","True","False","Passenger","True","Mensch","Mitfahrer","23","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","63","smallGroups","hitChildren","True"
"DMO09","True","False","PedSmall","True","Mensch","Beobachter","26","5-10","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","72","largeGroups","hitAdults","True"
"DMO09","True","False","PedSmall","True","Mensch","Beobachter","26","5-10","keinen Hocschulabschluss","Ja","Ja","Sehr positiv","Ja","Nein","100","smallGroups","hitChildren","True"
"SOG06","False","False","PedLarge","True","Mensch","Beobachter","24","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Nein","0","largeGroups","hitAdults","True"
"SOG06","False","False","PedLarge","True","Mensch","Beobachter","24","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Neutral","Nein","Nein","0","smallGroups","hitAdults","True"
"GÖA04","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","63","largeGroups","hitAdults","True"
"GÖA04","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr negativ","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","63","smallGroups","hitChildren","True"
"GNM06","True","True","Passenger","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","4","largeGroups","hitChildren","False"
"GNM06","True","True","Passenger","True","Mensch","Beobachter","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","50","smallGroups","hitChildren","False"
"PFH05","False","False","PedSmall","True","Mensch","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","0","largeGroups","hitAdults","True"
"PFH05","False","False","PedSmall","True","Mensch","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","29","smallGroups","hitAdults","True"
"BSK03","False","True","PedLarge","True","Computer (AV)","Fußgänger","28","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Negativ","Nein","Ja","100","largeGroups","hitAdults","True"
"BSK03","False","True","PedLarge","True","Computer (AV)","Fußgänger","28","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Negativ","Nein","Ja","100","smallGroups","hitAdults","True"
"ESK09","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","35","smallGroups","hitChildren","True"
"ESK09","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","27","largeGroups","hitChildren","True"
"KFD05","True","False","PedSmall","True","Computer (AV)","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Ja","Nein","11","smallGroups","hitAdults","True"
"KFD05","True","False","PedSmall","True","Computer (AV)","Fußgänger","22","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Neutral","Ja","Nein","19","largeGroups","hitAdults","True"
"ANB08","False","True","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","86","smallGroups","hitAdults","True"
"ANB08","False","True","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","83","largeGroups","hitAdults","True"
"MRH11","True","True","Passenger","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","10","largeGroups","hitAdults","True"
"MRH11","True","True","Passenger","True","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","5","smallGroups","hitChildren","True"
"KPR03","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","71","largeGroups","hitChildren","True"
"KPR03","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","87","smallGroups","hitChildren","True"
"1","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","25","smallGroups","hitChildren","True"
"1","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","14","largeGroups","hitChildren","True"
"GNM12","True","True","Observer","True","Computer (AV)","Mitfahrer","30","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","0","smallGroups","hitChildren","True"
"GNM12","True","True","Observer","True","Computer (AV)","Mitfahrer","30","10+","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Negativ","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","0","largeGroups","hitChildren","True"
"RZG09","False","False","PedSmall","True","Computer (AV)","Fußgänger","47","10+","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Nein","71","smallGroups","hitAdults","True"
"RZG09","False","False","PedSmall","True","Computer (AV)","Fußgänger","47","10+","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Nein","50","largeGroups","hitAdults","True"
"MNO06","True","True","PedLarge","True","Computer (AV)","Mitfahrer","25","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","62","smallGroups","hitAdults","True"
"MNO06","True","True","PedLarge","True","Computer (AV)","Mitfahrer","25","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Neutral","Nein","Nein","75","largeGroups","hitAdults","True"
"IEC09","True","True","PedLarge","False","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","62","smallGroups","hitAdults","True"
"IEC09","True","True","PedLarge","False","Computer (AV)","Fußgänger","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","33","largeGroups","hitAdults","True"
"KFP01","False","True","PedLarge","True","Computer (AV)","Fußgänger","23","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Nein","10","smallGroups","hitAdults","True"
"KFP01","False","True","PedLarge","True","Computer (AV)","Fußgänger","23","1-5 Jahre","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Nein","7","largeGroups","hitAdults","True"
"UUH11","True","True","Passenger","True","Computer (AV)","Mitfahrer","26","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Nein","72","largeGroups","hitAdults","True"
"UUH11","True","True","Passenger","True","Computer (AV)","Mitfahrer","26","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Sehr positiv","Ja","Nein","65","smallGroups","hitAdults","True"
"CNB12","True","True","Observer","True","Mensch","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","82","smallGroups","hitChildren","False"
"CNB12","True","True","Observer","True","Mensch","Fußgänger","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","78","largeGroups","hitChildren","False"
"MKW08","False","True","Observer","True","Computer (AV)","Beobachter","26","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","0","smallGroups","hitChildren","True"
"MKW08","False","True","Observer","True","Computer (AV)","Beobachter","26","5-10","Hochschulabschluss (Master, Diplom, oder höher)","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","3","largeGroups","hitChildren","True"
"SSF12","True","False","Passenger","True","Mensch","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","79","largeGroups","hitAdults","True"
"SSF12","True","False","Passenger","True","Mensch","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","85","smallGroups","hitAdults","True"
"CSE03","True","True","Observer","True","Mensch","Beobachter","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","4","smallGroups","hitChildren","False"
"CSE03","True","True","Observer","True","Mensch","Beobachter","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","16","largeGroups","hitChildren","False"
"KSR08","True","True","PedSmall","True","Computer (AV)","Beobachter","23","5-10","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","80","smallGroups","hitChildren","True"
"KSR08","True","True","PedSmall","True","Computer (AV)","Beobachter","23","5-10","keinen Hocschulabschluss","Ja","Ja","Positiv","Ja","Nein","100","largeGroups","hitChildren","True"
"NRL06","True","False","Observer","True","Mensch","Mitfahrer","22","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","70","smallGroups","hitAdults","True"
"NRL06","True","False","Observer","True","Mensch","Mitfahrer","22","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","65","largeGroups","hitAdults","True"
"AHF07","True","False","Passenger","True","Mensch","Mitfahrer","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","60","smallGroups","hitAdults","True"
"AHF07","True","False","Passenger","True","Mensch","Mitfahrer","18","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","largeGroups","hitAdults","True"
"MNY08","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja","26","smallGroups","hitAdults","True"
"MNY08","False","True","Passenger","True","Computer (AV)","Mitfahrer","21","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Ja","Ja","17","largeGroups","hitChildren","True"
"SHE11","False","False","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","69","largeGroups","hitAdults","True"
"SHE11","False","False","Passenger","True","Computer (AV)","Mitfahrer","20","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Negativ","Nein","Nein","35","smallGroups","hitAdults","True"
"NIO11","False","False","PedLarge","True","Computer (AV)","Beobachter","24","5-10","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Nein","0","smallGroups","hitAdults","True"
"NIO11","False","False","PedLarge","True","Computer (AV)","Beobachter","24","5-10","keinen Hocschulabschluss","Ja","Ja","Negativ","Nein","Nein","65","largeGroups","hitAdults","True"
"MMD12","True","True","Passenger","True","Computer (AV)","Mitfahrer","25","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Nein","Negativ","Nein","Nein","100","smallGroups","hitAdults","True"
"MMD12","True","True","Passenger","True","Computer (AV)","Mitfahrer","25","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Nein","Negativ","Nein","Nein","84","largeGroups","hitAdults","True"
"INL05","False","False","PedLarge","True","Mensch","Beobachter","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","78","largeGroups","hitAdults","True"
"INL05","False","False","PedLarge","True","Mensch","Beobachter","24","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","85","smallGroups","hitAdults","True"
"TLN07","True","True","Observer","True","Computer (AV)","Beobachter","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja","58","largeGroups","hitChildren","True"
"TLN07","True","True","Observer","True","Computer (AV)","Beobachter","23","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja","65","smallGroups","hitChildren","True"
"MRW09","True","True","PedSmall","True","Computer (AV)","Beobachter","24","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","78","smallGroups","hitAdults","True"
"MRW09","True","True","PedSmall","True","Computer (AV)","Beobachter","24","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","79","largeGroups","hitAdults","True"
"GSM03","True","True","Passenger","True","Computer (AV)","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","0","largeGroups","hitChildren","True"
"GSM03","True","True","Passenger","True","Computer (AV)","Mitfahrer","19","1-5 Jahre","keinen Hocschulabschluss","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","10","smallGroups","hitChildren","True"
"BNL12","False","True","PedLarge","True","Computer (AV)","Fußgänger","23","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Nein","Nein","50","smallGroups","hitAdults","True"
"BNL12","False","True","PedLarge","True","Computer (AV)","Fußgänger","23","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Neutral","Nein","Nein","73","largeGroups","hitAdults","True"
"SNB08","True","False","Observer","True","Computer (AV)","Mitfahrer","24","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","50","smallGroups","hitAdults","True"
"SNB08","True","False","Observer","True","Computer (AV)","Mitfahrer","24","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Nein","77","largeGroups","hitAdults","True"
"DNJ09","True","False","Observer","True","Computer (AV)","Beobachter","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","63","largeGroups","hitAdults","True"
"DNJ09","True","False","Observer","True","Computer (AV)","Beobachter","21","Ich fahre nicht Auto","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Nein","66","smallGroups","hitAdults","True"
"SDP07","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","32","smallGroups","hitAdults","True"
"SDP07","True","True","PedSmall","True","Computer (AV)","Fußgänger","22","5-10","keinen Hocschulabschluss","Nein","Ja","Positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","73","largeGroups","hitChildren","True"
"FTO07","False","False","Observer","True","Mensch","Mitfahrer","22","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Nein","32","largeGroups","hitAdults","True"
"FTO07","False","False","Observer","True","Mensch","Mitfahrer","22","5-10","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Ja","Ja","Positiv","Nein","Nein","92","smallGroups","hitAdults","True"
"LLH06","True","False","PedLarge","True","Mensch","Beobachter","26","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","66","largeGroups","hitAdults","True"
"LLH06","True","False","PedLarge","True","Mensch","Beobachter","26","Ich fahre nicht Auto","Hochschulabschluss (Bachelor, Vordiplom,etc.)","Nein","Ja","Positiv","Ja","Ja, korrigiert durch Brille/ Kontaktlinsen","94","smallGroups","hitAdults","True"
"KGG05","True","True","PedSmall","True","Computer (AV)","Beobachter","27","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","smallGroups","hitChildren","True"
"KGG05","True","True","PedSmall","True","Computer (AV)","Beobachter","27","5-10","keinen Hocschulabschluss","Nein","Ja","Sehr positiv","Nein","Ja, korrigiert durch Brille/ Kontaktlinsen","100","largeGroups","hitChildren","True"
